result,field,total,top_issuer,top_count
NA,e_sub_cert_key_usage_cert_sign_bit_set,107147,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_key_usage_crl_sign_bit_set,107147,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_key_usage_cert_sign_without_ca,106418,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_key_usage_without_bits,106418,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_incorrect_ku_encoding,106418,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_key_usage_incorrect_length,106418,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_superfluous_ku_encoding,106418,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_ext_key_usage_not_critical,106418,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_eku_server_auth_client_auth_missing,89719,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_eku_critical_improperly,89651,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_dns_name_too_long,82480,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_directory_name_present,81788,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_edi_party_name_present,81788,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_other_name_present,81788,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_registered_id_present,81788,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_rfc822_name_present,81788,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_uniform_resource_identifier_present,81788,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_ext_san_critical_with_subject_dn,81788,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_dns_not_ia5_string,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_empty_name,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_no_entries,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_not_critical_without_subject,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_rfc822_format_invalid,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_space_dns_name,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_uri_format_invalid,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_uri_host_not_fqdn_or_ip,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_uri_not_ia5,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_uri_relative,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_international_dns_name_not_nfc,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_international_dns_name_not_unicode,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_san_bare_wildcard,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_san_dns_name_includes_null_char,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_san_dns_name_starts_with_period,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_san_wildcard_not_first,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,n_san_dns_name_duplicate,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,n_san_iana_pub_suffix_empty,81786,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_path_len_constraint_improperly_included,55488,"C=JP, O=Japan Registry Services Co.\, Ltd., CN=JPRS Domain Validation Authority - G4",10165
NA,e_path_len_constraint_zero_or_less,55488,"C=JP, O=Japan Registry Services Co.\, Ltd., CN=JPRS Domain Validation Authority - G4",10165
NA,e_subject_common_name_not_from_san,55433,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_subject_common_name_not_exactly_from_san,55431,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_san_missing,50132,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_organizational_unit_name_prohibited,50132,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_aia_does_not_contain_ocsp_url,50132,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_aia_missing,50132,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_cert_policy_empty,50132,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_certificate_policies_missing,50132,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_sub_cert_eku_missing,50132,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_tls_server_cert_valid_time_longer_than_398_days,50132,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,n_subject_common_name_included,50132,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_tls_server_cert_valid_time_longer_than_397_days,50132,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,w_ext_subject_key_identifier_missing_sub_cert,50064,"C=US, ST=California, L=test, O=testexample, OU=testexample, CN=testexp",15579
NA,e_ext_subject_key_identifier_critical,41285,"emailAddress=info@plesk.com, C=CH, L=Schaffhausen, O=Plesk, CN=Plesk, emailAddress=info@plesk.com",3891
NA,e_issuer_dn_country_not_printable_string,40893,CN=localhost,2011
NA,e_ext_authority_key_identifier_critical,39199,"emailAddress=info@plesk.com, C=CH, L=Schaffhausen, O=Plesk, CN=Plesk, emailAddress=info@plesk.com",4548
NA,e_mp_authority_key_identifier_correct,39199,"emailAddress=info@plesk.com, C=CH, L=Schaffhausen, O=Plesk, CN=Plesk, emailAddress=info@plesk.com",4548
NA,e_ext_duplicate_extension,22075,"C=GB, ST=Berkshire, L=Newbury, O=My Company Ltd",2245
NA,e_subject_common_name_max_length,9918,"C=AU, ST=Some-State, O=Internet Widgits Pty Ltd",3837
NA,e_ext_san_contains_reserved_ip,4791,"emailAddress=info@parallels.com, C=US, ST=Virginia, L=Herndon, O=Parallels, OU=Parallels Panel, CN=Parallels Panel, emailAddress=info@parallels.com",659
NA,e_subject_contains_reserved_ip,4791,"emailAddress=info@parallels.com, C=US, ST=Virginia, L=Herndon, O=Parallels, OU=Parallels Panel, CN=Parallels Panel, emailAddress=info@parallels.com",659
NA,e_algorithm_identifier_improper_encoding,68,"C=US, ST=California, L=San Francisco, O=Cloudflare\, Inc., OU=www.cloudflare.com, CN=Managed CA 338c204f4c076387c6371e2711a03a20",16
NA,e_br_prohibit_dsa_usage,68,"C=US, ST=California, L=San Francisco, O=Cloudflare\, Inc., OU=www.cloudflare.com, CN=Managed CA 338c204f4c076387c6371e2711a03a20",16
NA,e_dnsname_left_label_wildcard_correct,68,"C=US, ST=California, L=San Francisco, O=Cloudflare\, Inc., OU=www.cloudflare.com, CN=Managed CA 338c204f4c076387c6371e2711a03a20",16
NA,e_dnsname_wildcard_only_in_left_label,68,"C=US, ST=California, L=San Francisco, O=Cloudflare\, Inc., OU=www.cloudflare.com, CN=Managed CA 338c204f4c076387c6371e2711a03a20",16
NA,e_duplicate_subject_attribs,68,"C=US, ST=California, L=San Francisco, O=Cloudflare\, Inc., OU=www.cloudflare.com, CN=Managed CA 338c204f4c076387c6371e2711a03a20",16
NA,e_invalid_certificate_version,68,"C=US, ST=California, L=San Francisco, O=Cloudflare\, Inc., OU=www.cloudflare.com, CN=Managed CA 338c204f4c076387c6371e2711a03a20",16
NA,e_public_key_type_not_allowed,68,"C=US, ST=California, L=San Francisco, O=Cloudflare\, Inc., OU=www.cloudflare.com, CN=Managed CA 338c204f4c076387c6371e2711a03a20",16
NA,e_signature_algorithm_not_supported,68,"C=US, ST=California, L=San Francisco, O=Cloudflare\, Inc., OU=www.cloudflare.com, CN=Managed CA 338c204f4c076387c6371e2711a03a20",16
NA,e_sub_cert_or_sub_ca_using_sha1,68,"C=US, ST=California, L=San Francisco, O=Cloudflare\, Inc., OU=www.cloudflare.com, CN=Managed CA 338c204f4c076387c6371e2711a03a20",16
NA,e_subject_contains_noninformational_value,68,"C=US, ST=California, L=San Francisco, O=Cloudflare\, Inc., OU=www.cloudflare.com, CN=Managed CA 338c204f4c076387c6371e2711a03a20",16
NA,e_subject_country_not_iso,68,"C=US, ST=California, L=San Francisco, O=Cloudflare\, Inc., OU=www.cloudflare.com, CN=Managed CA 338c204f4c076387c6371e2711a03a20",16
NA,e_subject_rdns_correct_encoding,68,"C=US, ST=California, L=San Francisco, O=Cloudflare\, Inc., OU=www.cloudflare.com, CN=Managed CA 338c204f4c076387c6371e2711a03a20",16
NA,e_utc_time_does_not_include_seconds,19,"emailAddress=otie@agn.gob.pe, C=PE, ST=Lima, L=Lima, O=ARCHVIO GENERAL DE LA NACION, OU=OU, CN=Sophos_CA_C24077KFK8FP6F1, emailAddress=otie@agn.gob.pe",3
NA,e_utc_time_not_in_zulu,19,"emailAddress=otie@agn.gob.pe, C=PE, ST=Lima, L=Lima, O=ARCHVIO GENERAL DE LA NACION, OU=OU, CN=Sophos_CA_C24077KFK8FP6F1, emailAddress=otie@agn.gob.pe",3
pass,w_multiple_issuer_rdn,7044962,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,n_multiple_subject_rdn,7044953,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_subject_not_dn,7044930,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_utc_time_does_not_include_seconds,7044911,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_utc_time_not_in_zulu,7044911,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_wrong_time_format_pre2050,7044884,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_subject_dn_not_printable_characters,7044871,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_issuer_dn_leading_whitespace,7044855,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_subject_dn_leading_whitespace,7044850,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_subject_dn_trailing_whitespace,7044838,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_issuer_dn_trailing_whitespace,7044836,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_subject_printable_string_badalpha,7044758,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_cert_extensions_version_not_3,7044741,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_serial_number_longer_than_20_octets,7044718,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_validity_time_not_positive,7044045,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_subject_empty_without_san,7043787,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_issuer_field_empty,7043782,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_cert_contains_unique_identifier,7043776,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_cert_ext_invalid_der,7043776,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_cert_unique_identifier_version_not_2_or_3,7043776,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_cert_sig_alg_not_match_tbs_sig_alg,7043748,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_public_key_type_not_allowed,7040927,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_dnsname_left_label_wildcard_correct,7040922,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_dnsname_wildcard_only_in_left_label,7040832,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_signature_algorithm_not_supported,7040476,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_serial_number_not_positive,7040449,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_subj_country_not_uppercase,7038645,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_subject_contains_reserved_ip,7038611,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_contains_reserved_ip,7038455,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_subject_country_not_iso,7035390,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_subject_common_name_max_length,7035017,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_subject_contains_noninformational_value,7034694,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_or_sub_ca_using_sha1,7030972,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_prohibit_dsa_usage,7025509,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_duplicate_extension,7022858,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_invalid_certificate_version,7016316,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_authority_key_identifier_no_key_identifier,7006445,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_authority_key_identifier_critical,7005756,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_issuer_dn_country_not_printable_string,7004052,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_subject_key_identifier_critical,7003671,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_mp_rsassa-pss_in_spki,6994423,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_path_len_constraint_zero_or_less,6989468,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_path_len_constraint_improperly_included,6989334,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_mp_authority_key_identifier_correct,6983247,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_algorithm_identifier_improper_encoding,6965873,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_br_prohibit_dsa_usage,6965873,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_san_dns_name_includes_null_char,6963181,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_san_dns_name_starts_with_period,6963181,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_empty_name,6963170,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_not_critical_without_subject,6963170,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_rfc822_format_invalid,6963170,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_space_dns_name,6963170,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_dns_not_ia5_string,6963169,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_no_entries,6963167,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_san_bare_wildcard,6963165,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_san_wildcard_not_first,6963162,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,n_san_dns_name_duplicate,6963083,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_international_dns_name_not_unicode,6963058,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_uri_format_invalid,6962988,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_uri_not_ia5,6962988,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_uri_relative,6962988,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_uri_host_not_fqdn_or_ip,6962986,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_ext_san_critical_with_subject_dn,6962979,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_directory_name_present,6962619,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_edi_party_name_present,6962619,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_registered_id_present,6962619,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_uniform_resource_identifier_present,6962614,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_rfc822_name_present,6962522,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_other_name_present,6962512,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_dns_name_too_long,6962443,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_san_missing,6961170,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,n_san_iana_pub_suffix_empty,6960234,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_eku_critical_improperly,6955309,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_ext_subject_key_identifier_missing_sub_cert,6954236,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_eku_missing,6954137,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_international_dns_name_not_nfc,6952719,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_key_usage_without_bits,6938503,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_key_usage_cert_sign_without_ca,6938394,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_superfluous_ku_encoding,6938267,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_key_usage_incorrect_length,6938235,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_incorrect_ku_encoding,6938210,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_key_usage_crl_sign_bit_set,6937303,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_key_usage_cert_sign_bit_set,6937176,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_tls_server_cert_valid_time_longer_than_398_days,6934294,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,n_contains_redacted_dnsname,6934144,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_rfc_dnsname_label_too_long,6933648,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_rfc_dnsname_empty_label,6933647,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_dnsname_label_too_long,6932956,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_extra_subject_common_names,6932954,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_dnsname_empty_label,6932952,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_dnsname_contains_bare_iana_suffix,6932948,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_rfc_dnsname_hyphen_in_sld,6932756,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_rfc_dnsname_underscore_in_sld,6932756,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_rfc_dnsname_underscore_in_trd,6932756,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_empty_sct_list,6932613,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_dnsname_bad_character_in_label,6932207,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_ext_key_usage_not_critical,6931919,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_dnsname_hyphen_in_sld,6931581,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_dnsname_underscore_in_trd,6931579,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_dnsname_underscore_in_sld,6931578,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,n_dnsname_wildcard_left_of_public_suffix,6930931,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_key_usage_and_extended_key_usage_inconsistent,6929581,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_postal_code_must_not_appear,6929498,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_street_address_should_not_exist,6929498,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_locality_name_must_not_appear,6929491,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_province_must_not_appear,6929490,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_country_name_must_appear,6928789,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_dnsname_not_valid_tld,6927649,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_locality_name_must_appear,6927558,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_province_must_appear,6927558,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_valid_time_longer_than_39_months,6926810,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_aia_marked_critical,6926807,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_aia_missing,6926441,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_aia_marked_critical,6926440,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_sub_cert_aia_contains_internal_names,6926182,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_ext_aia_access_location_missing,6925812,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ext_cert_policy_duplicate,6925442,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_sub_cert_aia_does_not_contain_issuing_ca_url,6925356,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_ext_cert_policy_contains_noticeref,6925256,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_cert_policy_empty,6925206,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_certificate_policies_missing,6925206,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_sub_cert_certificate_policies_marked_critical,6925206,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_valid_time_longer_than_825_days,6923095,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_underscore_not_permissible_in_dnsname,6921121,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_ct_sct_policy_count_unsatisfied,6916566,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_not_is_ca,6909949,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_subject_common_name_not_exactly_from_san,6908366,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_organizational_unit_name_prohibited,6899467,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_dnsname_contains_prohibited_reserved_label,6896242,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_duplicate_subject_attribs,6875353,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_subject_rdns_correct_encoding,6875331,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_tls_server_cert_valid_time_longer_than_397_days,6861192,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_invalid_subject_rdn_order,6859332,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_eku_critical,6859170,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_eku_check,6858494,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_aia_unique_access_locations,6858488,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_aia_must_contain_permitted_access_method,6858487,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_aia_ca_issuers_must_have_http_only,6858146,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_aia_ocsp_must_have_http_only,6858029,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_invalid_cps_uri,6857831,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_policy_qualifiers_other_than_cps_not_permitted,6857824,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_basic_constraints_not_critical,6834710,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_cab_dv_conflicts_with_locality,6220200,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_cab_dv_conflicts_with_org,6220200,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_cab_dv_conflicts_with_postal,6220200,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_cab_dv_conflicts_with_province,6220200,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_cab_dv_conflicts_with_street,6220200,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_cab_dv_subject_invalid_values,6161648,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_tbs_signature_rsa_encryption_parameter_not_null,4918862,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,e_rsa_exp_negative,4699347,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,e_rsa_fermat_factorization,4699347,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,e_rsa_no_public_key,4699347,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,e_spki_rsa_encryption_parameter_not_null,4698161,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,e_rsa_public_exponent_not_odd,4694382,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,e_rsa_public_exponent_too_small,4694382,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,w_rsa_mod_factors_smaller_than_752,4694382,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,w_rsa_mod_not_odd,4694382,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,w_rsa_public_exponent_not_in_range,4694376,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,e_rsa_mod_less_than_2048_bits,4692005,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,e_mp_exponent_cannot_be_one,4680439,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,e_mp_modulus_must_be_divisible_by_8,4680349,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,e_mp_modulus_must_be_2048_bits_or_more,4679111,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,e_rsa_allowed_ku_ee,4585250,"C=US, O=Let's Encrypt, CN=R11",1347976
pass,e_distribution_point_incomplete,3195992,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_ext_crl_distribution_marked_critical,3195992,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,w_distribution_point_missing_ldap_or_uri,3195773,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_crl_distribution_points_marked_critical,3195351,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_sub_cert_crl_distribution_points_does_not_contain_url,3195202,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_crlissuer_must_not_be_present_in_cdp,3164380,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_crl_distrib_points_not_http,3164234,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ec_improper_curves,2345619,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_mp_ecdsa_pub_key_encoding_correct,2345371,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,n_ecdsa_ee_invalid_ku,2345287,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_ecdsa_allowed_ku,2344803,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_mp_ecdsa_signature_encoding_correct,2124720,"C=US, O=Google Trust Services, CN=WE1",1395247
pass,e_subject_organization_name_max_length,784040,"C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1",177975
pass,e_subject_dn_country_not_printable_string,781482,"C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1",177975
